title,description,price,rating,seller,image
"LG 39.6"" 240 Hz OLED WQHD Gaming Monitor FreeSync Premium Pro & G-Sync Compatible 3440 x 1440 (2K) DCI-P3 98.5% (CIE1976) HDMI, DisplayPort, USB, Audio UltraGear 39GS95QE-B","39"" Gaming Monitor ,WQHD (3440 x 1440) Curved (800R) OLED Display ,VESA DisplayHDR TrueBlack 400 with up to 98.5% DCI-P3 color gamut expression ,240Hz Refresh Rate & 0.03ms (GtG) Response Time ,NVIDIA G-SYNC Compatible & AMD FreeSync Premium Pro ,4-Side Virtually Borderless Design & Tilt, Height, Swivel Adjustable Stand ,Black Stabilizer, Dynamic Action Sync, Crosshair, FPS Counter ,","$1,499.99 ",4,Newegg,https://c1.neweggimages.com/ProductImage/24-026-407-06.jpg
"ASUS ROG Swift 32"" 4K OLED Gaming Monitor PG32UCDP WOLED, Dual mode 4K 240Hz, FHD 480Hz, 0.03ms, G-SYNC Compatible, Custom Heatsink, AI Gaming, 99% DCI-P3, True 10-bit, USB-C 90W","32-inch 4K (3840 x 2160) WOLED gaming monitor with versatile dual mode (4K @ 240 Hz or FHD @ 480 Hz) ,ROG-exclusive OLED Anti-flicker technology helps reduce the flicker during refresh-rate fluctuations ,New AI Assistant provides dynamic AI Crosshair, AI Sniper, and AI Visual functions for improved gaming experiences ,Optional uniform brightness setting ensures consistent luminance levels ,DisplayWidget Center allows users to easily access OLED Care functions and adjust monitor settings using a mouse ,Extensive connectivity options include DisplayPort 1.4 (DSC), HDMI 2.1, and USB-C with 90 W Power Delivery ,What's in the box: DisplayPort cable, HDMI Ultra High Speed Cable, ROG pouch, ROG sticker, USB 3.2 cable, USB-C cable, VESA mount kit, Power cord & adapter, Quick start guide, Warranty Card, Color pre-calibration report ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2025) ,","$1,299.00 ",4.9,Newegg,https://c1.neweggimages.com/ProductImage/24-281-314-06.jpg
"GIGABYTE - S55U - 55"" VA Gaming Monitor - UHD 3840x2160 - 120Hz - 2ms GTG - AMD FreeSync Premium - HDMI, USB-A, Ethernet - Black","Resolution & Panel: 55"" UHD 3840x2160 VA Gaming Monitor ,Refresh Rate & Response: 120Hz refresh rate, 2ms GTG response time ,Color Accuracy: 96% DCI-P3, 8 bits+FRC ,Special Features: HDR Ready, TÜV Rheinland Certified, AMD FreeSync Premium ,Connectivity: 2 x HDMI 2.1, 2 x HDMI 2.0, 1 x USB 3.0 Downstream ports, 1 x USB 3.0 Upstream port, 1 x USB 2.0, 1 x Earphone Jack, 1 x Ethernet, 1 x Wireless 802.11ac 2.4GHz/5GHz, 1 x Bluetooth ,VESA Wall Mount Compatible 400x300mm ,Accessories: Power cables, HDMI cable, QSG, Warranty card ,",$869.99 ,3,Newegg,https://c1.neweggimages.com/ProductImage/24-012-051-01.jpg
"AOC Agon AG493UCX2 Super Wide Curved Gaming Monitor, Dual QHD 5120x1440, 165Hz 1ms, FreeSync Premium, Display HDR 400, USB-C Docking & KVM, Height-Adjustable, Black","5120 x 1440 165 Hz ,DCR 80M:1 (3000:1) ,16.7 Million ,Height, Swivel, Tilt ,VESA Compatibility 100 x 100mm ,",$940.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-160-502-01.jpg
"Acer Nitro XV320QU M5bmiiphx 31.5"" WQHD (2560 x 1440) IPS TUV and Eyesafe Certified Low Blue Light Monitor with AMD FREESYNC Premium Technology, Up to 180Hz, Up to 0.5ms, 95% DCI-P3, HDR10 (2 x HDMI 2.0, 1 x DisplayPort 1.4 & 1 x Audio Out)","31.5"" WQHD (2560 x 1440) Widescreen IPS Monitor with AMD FreeSync Premium Technology ,Response Time: 1ms (G to G) - Up to 0.5ms (G to G) ,Panel Type: IPS ,Refresh Rate: Up to 180Hz (Using Display Port) ,Color Gamut: 95% DCI-P3 ,HDR 10 Support ,2 speakers, 3 watts per speaker ,Acer VisionCare Technologies ,Ports: 1 x Display Port 1.4, 2 x HDMI 2.0 & 1 x Audio Out ,",$269.99 ,2,Newegg,https://c1.neweggimages.com/ProductImage/24-011-495-04.png
"LG 34"" 160Hz (Overclock) Nano IPS UltraWide QHD Gaming Monitor AMD FreeSync Premium & G-SYNC Compatible 3440 x 1440 (2K) 2 x HDMI, DisplayPort, USB 3.0 UltraGear 34GN85B-B","34-inch UltraWide QHD (3440 x 1440) Curved ,Nano IPS 1ms (GTG) ,AMD FreeSync Premium ,NVIDIA G-SYNC Compatible ,160Hz (Overclock) ,VESA DisplayHDR 400 ,",$695.26 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-026-056-V01.jpg
"ASUS TUF Gaming VG279QL1A 27"" HDR Gaming Monitor, 1080P Full HD, 165Hz (Supports 144Hz), IPS, 1ms, FreeSync Premium, DisplayHDR 400, Extreme Low Motion Blur, Eye Care, 2x HDMI, DisplayPort, Height Adjustable","27-inch Full HD (1920 x 1080) IPS gaming monitor with ultrafast 165Hz refresh rate designed for professional gamers and immersive gameplay ,ASUS Extreme Low Motion Blur (ELMB) technology eliminating ghosting and tearing for sharp gaming visuals with high frame rates ,High Dynamic Range (HDR) technology with professional color gamut delivers contrast and color performance that meets the DisplayHDR 400 certification ,Robust Connectivity with HDMI (v2.0) x2 and DisplayPort 1.2 ports ,What’s in the box: HDMI cable, DisplayPort cable, Power Cord, Power adapter, Warranty card, Quick Start Guide ,Supports both Adaptive-Sync with NVIDIA GeForce* graphics cards and FreeSync with AMD Radeon graphics cards *Compatible with NVIDIA GeForce GTX 10 series, GTX 16 series, RTX 20 series and newer graphics cards ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$109.99 ,4.6,Newegg,https://c1.neweggimages.com/ProductImage/24-281-081-V01.jpg
"BenQ EX270QM 27"" UHD 2560 x 1440 (2K) 240 Hz HDMI, DisplayPort, USB, Audio Built-in Speakers IPS Gaming Monitor","2560 x 1440 (2K) 240 Hz ,HDMI DisplayPort USB 3.0 ,1,000:1 ,1.07 Billion ,Tilt (down/up): -5° - 15° VESA Compatibility - Mountable ,",$549.99 ,4,Newegg,https://c1.neweggimages.com/ProductImage/24-014-933-08.jpg
"ASUS TUF Gaming 23.8"" 1080P Monitor (VG249Q1R) - Full HD, IPS, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, Shadow Boost, VESA Mountable, DisplayPort, HDMI","23.8-inch Full HD (1920 x 1080) gaming monitor with ultrafast 165Hz (overclockable) refresh rate designed for professional gamers and immersive gameplay ,ASUS Extreme Low Motion Blur (ELMB) technology enables a 1ms response time (MPRT) together with Adaptive-sync, eliminating ghosting and tearing for sharp gaming visuals with high frame rates ,FreeSync Premium technology supported through both DisplayPort and HDMI ports provides variable refresh rates for low latency, stuttering-free and tearing-free gaming ,ASUS-Exclusive GamePlus hotkeys offer in-game enhancements that help you get more out of your game ,Rich connectivity with DisplayPort1.2 and HDMI (v1.4) x2 ports ,What‘s in the box: HDMI cable (1.8M), DisplayPort cable (1.8M), Power Cord & Adapter, Warranty card, Quick Start Guide ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$109.99 ,4.5,Newegg,https://c1.neweggimages.com/ProductImage/24-281-256-09.png
"Corsair 27"" 240 Hz OLED QHD Gaming Monitor FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) 98.5% DCI-P3 and 100% sRGB Built-in Speakers XENEON 27QHD240","OLED Panel - The premium OLED technology, developed by the OLED experts at LG Display, enables you to set the display with great performance and quality, at a best balance between work and entertainment. ,Ultra-Slim 27-Inch QHD Screen- A 27-Inch 2560 x 1440 display (110PPI) delivers a gorgeous 16:9 cinematic aspect ratio with an ultra-thin micro-bezel. ,Up to 240Hz Refresh Rate with 0.1ms GtG Response Time - Experience a new class of high-refresh rate performance, with 240Hz refresh rate and a phenomenal 0.03ms GtG response time made possible by LG OLED technology. ,Stylish stand and easy access Rear I/O - A stylish stand features an innovative I/O set, placing 2x USB 3.1 ports, a 3.5mm audio output, and input select button within easy reach. The connections also include dual HDMI 2.1, DisplayPort 1.4, USB Type-C with DP alt mode and 65W PD, 2x USB 3.1 ports and USB Type-C upstream ports featuring KVM. ,",$699.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-710-007-01.png
"CORSAIR XENEON 315QHD165 32-Inch IPS Gaming Monitor, QHD (2560 x 1440), 165Hz, 1ms, VESA Compatible","Ultra-slim 32-inch QHD (2560 x 1440) display ,IPS Panel ,Up to 165Hz refresh rate ,1ms response time ,NVIDIA G-SYNC compatible and AMD FreeSync Premium Certified ,99% sRGB / 90% DCI-P3 / 88% AdobeRGB ,Control monitor settings from iCUE software ,",$269.99 ,4,Newegg,https://c1.neweggimages.com/ProductImage/24-710-009-01.jpg
"BenQ MOBIUZ EX2710Q 27"" QHD 2560 x 1440 (2K) 165 Hz HDMI, DisplayPort, USB Hub Audio FreeSync Premium (AMD Adaptive Sync) 2.1 Channel Built-in Speakers Flat Panel IPS Gaming Monitor","2560 x 1440 (2K) 165 Hz ,HDMI DisplayPort USB 3.0 ,1,000:1 ,1.07 Billion ,Tilt (down/up): -5° - 15° ,Swivel (left/right): 15° / 15° ,Height Adjustment Stand: 100mm VESA Compatibility - Mountable ,",$269.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-014-865-S01.jpg
"GIGABYTE - M32UC - 32"" VA Curved Gaming Monitor - UHD 3840x2160 - 144Hz/OC 160Hz - 1ms MPRT - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black","Resolution & Panel: 32"" UHD 3840x2160 Curved VA Gaming Monitor ,Refresh Rate & Response: 144Hz/OC 160Hz refresh rate, 1ms MPRT response time ,Color Accuracy: 93% DCI-P3, 8 bit ,Special Features: Type C KVM, VESA DisplayHDR 400, TÜV Rheinland Certified, HBR3, AMD FreeSync Premium Pro ,Connectivity: 2 x HDMI 2.1, 1 x Displayport 1.4, 1 x USB Type-C, 3 x USB 3.0 Downstream ports, 1 x USB 3.0 Upstream port, 1 x Earphone Jack ,VESA Wall Mount Compatible 100*100mm ,Accessories: Power cables, HDMI cable, DP cable, USB cable, QSG, Warranty card ,",$529.99 ,4.2,Newegg,https://c1.neweggimages.com/ProductImage/24-012-049-09.jpg
"SAMSUNG Odyssey G5 LC34G55TWWNXZA 34"" WQHD 3440 x 1440 (2K) 1ms (MPRT) 165Hz HDR10, HDMI, DisplayPort FreeSync Premium Curved Gaming Monitor","Optimal curve. True immersion. - Vivid scenes wrap around you. The all-encompassing 1000R display fills every part of your peripheral vision and draws you right into the character's shoes. ,Ultra WQHD - Boundary pushing graphics. Ultra-WQHD gives you a vast encompassing view of your game world, with true lifelike detail. ,165Hz refresh rate - The ultra-fast 165Hz refresh rate handles even the most exhilarating scenes and super-quick visuals. , , , ,",$549.99 ,4.3,Newegg,https://c1.neweggimages.com/ProductImage/24-022-912-V01.jpg
"CORSAIR XENEON 32UHD144-A 32-Inch IPS UHD (3840 x 2160), FreeSync Premium, Adaptive Sync, 144Hz Refresh Rate, DisplayHDR600 Gaming Monitor","Ultra-slim 32-inch UHD 4K display at 3840x2160 resolution ,IPS LED panel with wide 178° viewing angle ,Up to 144Hz refresh rate with 1ms response time ,Quantum Dot technology ,100% sRGB and Adobe RGB color space ,HDR600 offers enhanced brightness and color ,1x USB 3.1 Type-C port with DP Alt Mode ,2x USB 3.1 Type-A ports ,1x USB 3.1 Type-C port ,Control monitor settings from iCUE software ,2x HDMI 2.1 inputs and 1x DisplayPort 1.4 input ,AMD FreeSync Premium certified ,Height Range is 65mmand tilt adjustment from -5° to 20° ,Zero Dead Pixel guarantee ,Compatible with VESA mounts ,",$799.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-710-008-34.png
"ASRock PHANTOM GAMING 34"" 2K (3440 x 1440) 165Hz/1ms (144Hz and higher) Wi-Fi Antenna FreeSync Curved Gaming Monitor, 2*HDMI, 1*DisplayPort, (PG34WQ15R2B)","34” WQHD (3440x1440) 1500R VA Display ,165Hz Rapid Refresh Rate ,Brightness: 550 nit ,1ms (MPRT) Response Time ,91% DCI-P3 / sRGB 115% Color Space ,Wide 178-Degree Viewing Angles ,VESA DisplayHDR 400 ,AMD FreeSync Premium Technology ,Flicker Free Technology ,2*HDMI 2.0, 1*DisplayPort 1.4 ,Height, Swivel, Tilt Adjustment ,Integrated Wi-Fi Antenna ,PS4/ Xbox One/ Xbox : 1080p, 60Hz, HDR ,PS5: 1440p, 120Hz, HDR ,Xbox Series X and S: 1440p, 120Hz, HDR, VRR ,",$269.99 ,4.4,Newegg,https://c1.neweggimages.com/ProductImage/24-028-001-16.png
"MSI 32"" 165 Hz QD-OLED UHD Gaming Monitor 3840 x 2160 (4K) MAG 321UP QD-OLED","32"" Gaming Monitor ,QD-OLED UHD 3840 x 2160 (4K) ,165 Hz ,1,500,000:1 ,1.07 Billion ,Tilt -5° ~ 15° Swivel -30° ~ 30° Height Adjustment 0 - 110 mm Pivot -10° ~ 10° ,1 x DisplayPort 1.4a / 1 x USB-C (DP Alternative) / 2 x HDMI 2.1 ,Power Cord, HDMI Cable ,",$799.99 ,4.2,Newegg,https://c1.neweggimages.com/ProductImage/24-475-398-05.png
"MSI MPG 321URX QD-OLED 32"" 16:9, QD-OLED Gaming Monitor, 240Hz 0.03ms, 3840 x 2160 (UHD), Height Adjustable Arm, RGB, AI ENGINE","Next-Gen QD-OLED Panel - With stunning image quality and fast response time. ,Fastest 0.03ms GtG response time and 240Hz refresh rate. ,QD Premium Color - Ensures the color meets the market standard - Delta E<=2. ,Incredible HDR visual - VESA DisplayHDR True Black 400. ,Gaming Intelligence App - Create the perfect viewing settings for your games. ,MSI OLED Care 2.0 - Reduced the risk of OLED image sticking / burn-in. ,KVM - Control multiple devices via one set of keyboard, mouse, and monitor. ,Mystic Light - The ultimate gaming finish. ,Console Mode - Provide HDMI 2.1 with a full 48 Gbps bandwidth. ,Adjustable Stand - Easily change the position of the monitor for maximum ergonomics. ,3-Year Burn-In Warranty - Including coverage for OLED burn in. ,",$949.99 ,4.8,Newegg,https://c1.neweggimages.com/ProductImage/24-475-357-28.jpg
"AOC Q27G3XMN 27"" Mini LED Gaming Monitor, 2K QHD 2560x1440, 180Hz 1ms, 2X HDMI 2.0, 2X Display Port, Height Adjustable, Xbox/PS5/Switch Ready, 3-Year Zero-Bright-dot","27"" ,VA Panel, mini-LED Backlight, QHD 2560 x 1440 (2K) ,180 Hz (Using DP 1.4), 144 Hz (Using HDMI 2.0) ,DCR 80M:1 (Static 4000:1) ,1.073B (8bits+FRC) ,Height, Pivot, Swivel, Tilt ,1 x DisplayPort 1.4 / 2 x HDMI 2.0 ,Monitor with stand, Cables: HDMI cable, DP cable, Power cable, User Documentation ,",$269.99 ,4.5,Newegg,https://c1.neweggimages.com/ProductImage/24-160-516-02.png
"MSI 32"" (31.5"" Viewable) 170 Hz VA QHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) 2560 x 1440 (2K) 91% DCI-P3 / 114.8% sRGB G32CQ4 E2","Curved Gaming display (1500R) - The best gameplay immersion. ,170Hz Refresh Rate - Real smooth gaming. ,1ms response time - eliminate screen tearing and choppy frame rates. ,WQHD (2560 x 1440) - Game titles will even look better, displaying more details due to the WQHD (2560 x 1440) resolution. ,Wide Color Gamut - Game colors and details will look more realistic and refined, to push game immersion to its limits. , , , , ,",$269.99 ,4.3,Newegg,https://c1.neweggimages.com/ProductImage/24-475-287-02.jpg
"ASUS 27"" 75Hz IPS Gaming Monitor - Full HD 1080P, 1ms, Extreme Low Motion Blur, FreeSync, Eye Care, DisplayPort, HDMI, Tilt Adjustable, Ultra-slim VZ279QG1R","27-inch Full HD (1920 x 1080) IPS gaming monitor with 75Hz refresh rate designed for gamers and immersive gameplay ,ASUS Extreme Low Motion Blur (ELMB) technology enables a 1ms response time (MPRT) together with Adaptive-sync, eliminating ghosting and tearing for sharp gaming visuals with high frame rates ,FreeSync technology providing variable refresh rates for low latency, stuttering-free and tearing-free while gaming ,Exclusive GamePlus function delicately designed for every gaming needs ,TUV Rheinland Certification for Flicker-free and Low Blue Light technology to ensure a comfortable viewing experience ,What's in the box: DisplayPort cable, HDMI cable, Power cord & adapter, Quick start guide, Warranty Card ,Free 1-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$109.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-281-258-03.png
"MSI MPG 271QRX QD-OLED 27"" 16:9, QD-OLED Gaming Monitor, 360Hz 0.03ms, 2560 x 1440 (WQHD), Height Adjustable Arm, RGB, AI ENGINE","Next-Gen QD-OLED Panel - With stunning image quality and fast response time. ,Fastest 0.03ms GtG response time and 360Hz refresh rate. ,QD Premium Color - Ensures the color meets the market standard - Delta E<=2. ,Incredible HDR visual - VESA DisplayHDR True Black 400. ,Gaming Intelligence App - Create the perfect viewing settings for your games. ,MSI OLED Care 2.0 - Reduced the risk of OLED image sticking / burn-in. ,KVM - Control multiple devices via one set of keyboard, mouse, and monitor. ,Mystic Light - The ultimate gaming finish. ,Console Mode - Provide HDMI 2.1 with a full 48 Gbps bandwidth. ,Adjustable Stand - Easily change the position of the monitor for maximum ergonomics. ,3-Year Burn-In Warranty - Including coverage for OLED burn in. ,",$799.99 ,4.9,Newegg,https://c1.neweggimages.com/ProductImage/24-475-359-10.jpg
"MSI MAG 321UPX QD-OLED 32"" 16:9, QD-OLED Gaming Monitor, 240Hz 0.03ms, 3840 x 2160 (UHD), Height Adjustable Arm","Next-Gen QD-OLED Panel – With stunning image quality and fast response time. ,Fastest 0.03ms GtG response time and 240Hz refresh rate. ,QD Premium Color – Ensures the color meets the market standard – Delta E=2. ,Incredible HDR visual – VESA DisplayHDR True Black 400. ,MSI OLED Care 2.0 – Reduced the risk of OLED burn-in. ,Console Mode – Provide HDMI™ 2.1 with a full 48 Gbps bandwidth. ,Adjustable Stand – Easily change the position of the monitor for maximum ergonomics. ,3-Year Burn-In Warranty – Including coverage for OLED burn in. ,",$899.99 ,4.3,antonline,https://c1.neweggimages.com/ProductImage/24-475-358-57.png
"LG UltraGear 32"" OLED Dual Mode 4K UHD 240Hz or FHD 480Hz 0.03ms G-Sync Compatible Gaming Monitor with Pixel Sound","32"" 4K UHD (3840 x 2160) OLED Display ,VESA DisplayHDR TrueBlack 400 with up to 98.5% DCI-P3 color gamut expression ,Dual Mode (UHD 240Hz and FHD 480Hz) with 0.03ms (GtG) ,Pixel Sound & 4-Pole H/P Out with DTS HP:X ,NVIDIA G-SYNC Compatible & AMD FreeSync Premium Pro ,4-Side Virtually Borderless Design & Tilt, Height, Swivel, Pivot Adjustable Stand ,","$1,199.99 ",5,Newegg,https://c1.neweggimages.com/ProductImage/24-026-414-01.png
"Acer Nitro VG272U W2 27inch 2560x1440 IPS 240Hz Refresh rate 0.5ms response time AMD FreeSync Premium HDR400 Gaming Monitor, HDMIx2, DisplayPort, Speaker Bullet:","27inch 2560x1440P IPS Gaming Display ,240Hz refresh rate and 0.5ms response time ,VESA HDR400 ,99% sRGB Color Gamut ,AMD Freesync Premium Technology ,HDMIx2, DisplayPort, Speaker ,",$269.99 ,4.4,Newegg,https://c1.neweggimages.com/ProductImage/24-011-485-01.jpg
"AOC 27"" 240 Hz OLED QHD Gaming Monitor G-SYNC Compatible 2560 x 1440 (2K) sRGB (CIE1931): 136.7%, DCI-P3 (CIE1976):98.5% HDMI, DisplayPort, USB, Audio AG276QZD","27"" Gaming Monitor ,OLED QHD 2560 x 1440 (2K) ,240 Hz ,G-SYNC Compatible ,1,500,000:1 (TYP./APL 25%), 80M:1 (Dynamic) ,1.07 Billion ,Tilt, Pivot, Swivel, Height Adjust Stand ,2 x DisplayPort 1.4 / 2 x HDMI 2.0 ,2 x USB 3.2 Gen 1 downstream ports ,27"" Monitor with stand, 1.8m HDMI cable, 1.8m DP cable, Power cable, 1.8m USB Cable, User Documentation ,",$574.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-160-507-03.jpg
"Acer Nitro 32” 1000R Curved 2560x1440P 2K 240Hz Refresh rate Up to 0.5ms response time VESA HDR400 AMD FreeSync Premium Adjustable Stand Gaming Monitor, HDMIx2, DisplayPort, Speaker (XZ323QU X3BMIIPH)","32"" (31.5"" Viewable) ,VA QHD 2560 x 1440 (2K) ,240Hz Using Display Port, 144Hz Using HDMI Port ,1ms (G to G) - Up to 0.5ms (G to G) ,FreeSync Premium (AMD Adaptive Sync) ,100 Million:1 MAX (ACM) ,16.7 Million ,Ergonomic Tilt: -5° to 25°, Height Adjustment Range: 3.93"", Swivel: +/- 30° ,1 x DisplayPort 1.4 / 2 x HDMI 2.0 ,Display Stand Power Cord HDMI Cable Display Port Cable ,",$269.99 ,3.9,Newegg,https://c1.neweggimages.com/ProductImage/24-011-458-06.jpg
"ASRock Phantom PG27F15RS1A 27"" FHD 1920 x 1080 240 Hz (144Hz and higher) Adaptive Sync Built-in Speakers Curved Gaming Monitor","27” FHD (1920x1080) 1500R VA Display ,240Hz Fast Refresh Rate ,1ms (MPRT) Response Time ,90% DCI-P3 / sRGB 113% Color Space ,Wide 178-Degree Viewing Angles ,Adaptive Sync Technology ,Flicker Free Technology ,ASRock Low Blue Light Technology ,2*HDMI 2.0, 1*DisplayPort 1.2 ,Swivel, Tilt Adjustment ,",$109.99 ,4.4,Newegg,https://c1.neweggimages.com/ProductImage/24-028-006-08.jpg
"MSI 27"" 160 Hz Rapid IPS UHD Gaming Monitor 3840 x 2160 (4K) MAG 274URFW","27"" ,Rapid IPS UHD 3840 x 2160 (4K) ,160 Hz ,1,000:1 ,1.07B (8bits + FRC) ,Tilt -5° ~ 20° Swivel -30° ~ 30° Height Adjustment 0 - 110 mm Pivot -90° ~ 90° ,1 x DisplayPort 1.4a / 1 x USB-C (DP Alternative) / 2 x HDMI 2.1 ,Power Cord, HDMI Cable ,",$269.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-475-389-01.jpg
"ASUS 27"" 240 Hz OLED WQHD gaming monitor 0.03ms (Gray to Gray) FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) Anti-glare micro-texture coating, 99% DCI-P3,True 10-bit, Flat Panel PG27AQDM","IPS OLED ,2560 x 1440 (2K) 240 Hz ,0.03 respond time ,HDMI DisplayPort ,FreeSync Premium & G-Sync Compatible ,135000:1 (Typ.) 1,500,000:1 (HDR Max.) ,1073.7M (10 bit) ,Tripod socket Yes Swivel -30° ~ +30° Tilt -5° ~ +20° Pivot -90° ~ +90 VESA Compatibility - Mountable ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$799.99 ,4.5,Newegg,https://c1.neweggimages.com/ProductImage/24-281-246-21.jpg
"SAMSUNG Odyssey G5 32"" 180 Hz Fast IPS QHD FreeSync (AMD Adaptive Sync) 2560 x 1440 (2K) sRGB 99% Gaming Monitor w/ Height, Pivot, Swivel, Tilt Adjustable stand LS32DG502ENXZA","32"" ,Fast IPS QHD 2560 x 1440 (2K) ,180 Hz, 1ms Response Time (GtG) ,FreeSync (AMD Adaptive Sync) ,1,000:1 (Typ.) ,16.7 Million ,Height, Pivot, Swivel, Tilt Stand Adjustment ,1 x DisplayPort 1.2 / 1 x HDMI 2.0 ,Power Cable 1.5 m / 4.9 ft. HDMI Cable DP Cable ,",$269.99 ,,Newegg,https://c1.neweggimages.com/ProductImage/24-027-314-01.jpg
"LG UltraGear 27"" Gaming Monitor 27GL83A-B QHD 2560 x 1440 (2K) 144 Hz 1ms HDMI, DisplayPort, Audio NVIDIA G-Sync Compatible IPS Height, Pivot, Tilt Adjust","2560 x 1440 (2K) 144 Hz ,1 ms (GtG at Faster) ,HDMI DisplayPort ,1,000:1 ,1.07 Billion ,Height, Pivot, Tilt ,VESA 100 x 100 ,",$174.99 ,4.5,Newegg,https://c1.neweggimages.com/ProductImage/24-026-281-V01.jpg
"MSI 27"" 180 Hz VA FHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) 1920 x 1080 G27C3F","27"" ,VA FHD 1920 x 1080 ,180 Hz ,FreeSync Premium (AMD Adaptive Sync) ,3000:1 ,16.7 Million ,Tilt: -5° ~ 20° ,1 x DisplayPort 1.2a / 2 x HDMI 2.0b ,Power Cord, HDMI Cable ,Earphone out ,Curved screen for surround view ,AMD FreeSync Premium ,Super narrow bezel for max viewing size ,",$109.99 ,3.3,Newegg,https://c1.neweggimages.com/ProductImage/24-475-342-07.png
"ASUS TUF 27"" 165Hz 1440P HDR Gaming Monitor- QHD (2560 x 1440), (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, G-SYNC Compatible, VESA Mountable, DisplayPort, HDMI VG27AQ","27-inch gaming monitor with a QHD (2560x1440) resolution. ,1ms Response Time ,ultrafast 165Hz Refresh Rate ,2 x HDMI (2.0), DisplayPort (1.2) Video Inputs ,Built-in 2 Watt Stereo RMS Speakers ,Adaptive-SYNC Supported ,Extreme Low Motion Blur Sync ,G-SYNC Compatible ,HDR10 Compatible ,Asus Eye Care with Ultra Low-Blue Light and Flicker-Free Technology ,Tilt, Swivel, Pivot, Height Adjustable ,VESA Mount Compatible 100 x100 ,Designed for Professional Gamers and Immersive Gameplay ,Free 3-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024) ,",$279.99 ,4.3,Newegg,https://c1.neweggimages.com/ProductImage/24-236-987-03.png
"MSI 27"" 240 Hz QD-OLED QHD Gaming Monitor 2560 x 1440 (2K) MAG 271QPX QD-OLED E2","27"" ,QD-OLED QHD 2560 x 1440 (2K) ,240 Hz ,1,500,000:1 ,1.07B / 10 bits ,Tilt -5° ~ 15° Swivel -30° ~ 30° Height Adjustment 0 - 110 mm Pivot -90° ~ 90° ,1 x DisplayPort (1.4a) 2 x HDMI (2.1) 1 x Type-C (DP alt.) w/PD 15W ,Power Cord, HDMI Cable ,",$249.99 ,4.3,Newegg,https://c1.neweggimages.com/ProductImage/24-475-394-05.png
"ASUS ROG Swift Pro PG248QP NVIDIA G-SYNC Esports Gaming Monitor - 24.1"" FHD, 540 Hz Overclocked (Above 360Hz), Esports-TN Panel, NVIDIA Reflex Analyzer, ULMB 2, Adjustable Base, ESS Codec, DisplayHDR 400","24.1-inch FHD (1920 x 1280) Esports-TN (E-TN) gaming monitor with 540 Hz (OC) refresh rate is designed for professional gamers ,World's fastest TN panel; E-TN panel technology is approximately 50% more responsive than traditional TN panels available ,Adjustable base with retractable claws ensures a small footprint ,NVIDIA G-SYNC Ultra Low Motion Blur 2 (ULMB 2) provides enhanced motion blur reduction, bringing over 2000 Hz of effective motion clarity ,NVIDIA Reflex Analyzer offers accurate measurements of system latency ,",$699.99 ,4.1,Newegg,https://c1.neweggimages.com/ProductImage/24-281-283-07.jpg
"MSI 32"" (31.5"" Viewable) 160 Hz VA UHD Gaming Monitor 3840 x 2160 (4K) 90% Adobe RGB / 91% DCI-P3 / 114% sRGB MAG321CUP","4K UHD High Resolution - Games will look even better, displaying more details. ,160Hz Refresh Rate - Respond faster with smoother frames. ,1ms MPRT Response Time - Eliminate screen tearing and choppy frame rates. ,HDMI 2.1-Best solution for console users. 4K 120Hz with HDMI interface. Bandwidth is up to 48Gbps. ,Adjustable Stand - Easily change the position of the monitor for maximum ergonomics. ,VESA DisplayHDR 400 - Stunning visuals through contrast and shadow adjustment. ,",$269.99 ,5,Newegg,https://c1.neweggimages.com/ProductImage/24-475-384-01.jpg
